places=9216   b=4   r=19   d=18   w=3   n=511   l=32   m=1024   z=3
[138] 3175660333 ns 85.258387660819139 Gnodes/s ( nodes: 270751679750 )
[139] 2950159931 ns 91.775254929391153 Gnodes/s ( nodes: 270751679750 )
[140] 3115373400 ns 86.9082594561538 Gnodes/s ( nodes: 270751679750 )
[141] 3575855001 ns 75.716627121145393 Gnodes/s ( nodes: 270751679750 )
[142] 3144661516 ns 86.098830787484985 Gnodes/s ( nodes: 270751679750 )
[143] 3281866609 ns 82.499294458679813 Gnodes/s ( nodes: 270751679750 )
[144] 3136666069 ns 86.318299045559002 Gnodes/s ( nodes: 270751679750 )
[145] 3350984960 ns 80.797640986726478 Gnodes/s ( nodes: 270751679750 )
[146] 4281556517 ns 63.236740814929199 Gnodes/s ( nodes: 270751679750 )
[147] 3014486906 ns 89.816837223972996 Gnodes/s ( nodes: 270751679750 )
[148] 3342060535 ns 81.013397846786759 Gnodes/s ( nodes: 270751679750 )
[149] 3320642877 ns 81.535922343629963 Gnodes/s ( nodes: 270751679750 )
[150] 3223414123 ns 83.995313483957204 Gnodes/s ( nodes: 270751679750 )
[151] 3192574890 ns 84.806680838738288 Gnodes/s ( nodes: 270751679750 )
[152] 3448790330 ns 78.5062743289471 Gnodes/s ( nodes: 270751679750 )
[153] 3383347874 ns 80.024783094474074 Gnodes/s ( nodes: 270751679750 )
[154] 3088284189 ns 87.670584434676201 Gnodes/s ( nodes: 270751679750 )
[155] 3213426777 ns 84.256371325432568 Gnodes/s ( nodes: 270751679750 )
[156] 2976681239 ns 90.957565829573866 Gnodes/s ( nodes: 270751679750 )
[157] 3086969464 ns 87.70792290221371 Gnodes/s ( nodes: 270751679750 )
[158] 3341155530 ns 81.035341611289795 Gnodes/s ( nodes: 270751679750 )
[159] 3270293411 ns 82.791250118199258 Gnodes/s ( nodes: 270751679750 )
[160] 3199712381 ns 84.617505422591293 Gnodes/s ( nodes: 270751679750 )
[161] 3094389515 ns 87.49760766624108 Gnodes/s ( nodes: 270751679750 )
[162] 3334986329 ns 81.185244267908359 Gnodes/s ( nodes: 270751679750 )
[163] 3333915678 ns 81.211316031970739 Gnodes/s ( nodes: 270751679750 )
[164] 3097606294 ns 87.406743805512164 Gnodes/s ( nodes: 270751679750 )
[165] 3183792774 ns 85.040610042542923 Gnodes/s ( nodes: 270751679750 )
[166] 3182372962 ns 85.078550811920834 Gnodes/s ( nodes: 270751679750 )
[167] 3238190112 ns 83.612039560819952 Gnodes/s ( nodes: 270751679750 )
[168] 3076264330 ns 88.013138893691888 Gnodes/s ( nodes: 270751679750 )
[169] 3269200501 ns 82.818927645209001 Gnodes/s ( nodes: 270751679750 )
[170] 3084381162 ns 87.781524244051909 Gnodes/s ( nodes: 270751679750 )
[171] 2969042096 ns 91.191593448528863 Gnodes/s ( nodes: 270751679750 )
[172] 3133761717 ns 86.398298339413913 Gnodes/s ( nodes: 270751679750 )
[173] 2955426748 ns 91.611703769421254 Gnodes/s ( nodes: 270751679750 )
[174] 3174386117 ns 85.292610845298753 Gnodes/s ( nodes: 270751679750 )
[175] 2994510527 ns 90.416005323330097 Gnodes/s ( nodes: 270751679750 )
[176] 3204379404 ns 84.494264134897051 Gnodes/s ( nodes: 270751679750 )
[177] 3472902091 ns 77.961218789222698 Gnodes/s ( nodes: 270751679750 )
[178] 3244733655 ns 83.443422030274476 Gnodes/s ( nodes: 270751679750 )
[179] 3325181087 ns 81.424642046870872 Gnodes/s ( nodes: 270751679750 )
[180] 3253777789 ns 83.211484406011479 Gnodes/s ( nodes: 270751679750 )
[181] 3118842427 ns 86.811593110984703 Gnodes/s ( nodes: 270751679750 )
[182] 3162374002 ns 85.616590440841861 Gnodes/s ( nodes: 270751679750 )
[183] 3331786147 ns 81.263222729282816 Gnodes/s ( nodes: 270751679750 )
[184] 3416469654 ns 79.248963746247284 Gnodes/s ( nodes: 270751679750 )
[185] 3095501291 ns 87.46618214542363 Gnodes/s ( nodes: 270751679750 )
[186] 3335126059 ns 81.181842892973535 Gnodes/s ( nodes: 270751679750 )
[187] 3093500829 ns 87.522743557021371 Gnodes/s ( nodes: 270751679750 )
[188] 2847794088 ns 95.074177199429599 Gnodes/s ( nodes: 270751679750 )
[189] 3473149052 ns 77.955675295331375 Gnodes/s ( nodes: 270751679750 )
[190] 3391931754 ns 79.822266303179873 Gnodes/s ( nodes: 270751679750 )
[191] 3137180992 ns 86.304131142077253 Gnodes/s ( nodes: 270751679750 )
[192] 3597615806 ns 75.258641931261295 Gnodes/s ( nodes: 270751679750 )
[193] 3140525278 ns 86.21222750431879 Gnodes/s ( nodes: 270751679750 )
[194] 3419282384 ns 79.183772892505274 Gnodes/s ( nodes: 270751679750 )
[195] 4617715313 ns 58.633255061819789 Gnodes/s ( nodes: 270751679750 )
[196] 3438662992 ns 78.737486162470674 Gnodes/s ( nodes: 270751679750 )
[197] 3147712114 ns 86.015388302438637 Gnodes/s ( nodes: 270751679750 )
[198] 3111799033 ns 87.008086601587422 Gnodes/s ( nodes: 270751679750 )
[199] 2978666823 ns 90.896933372799708 Gnodes/s ( nodes: 270751679750 )
